Transaction Date,Product Ref,StoreCode,Cust-ID,Qty,UnitPrice,DiscountRate,TotalRevenue,Channel Used
20/11/2023,p008,S024 ,C0033,8,488.67,10%,3518.42 USD,in-store
02/12/2023,p089,S011 ,C0083,8,439.01,10%,€3160.87,Wholesale
"Sep 10, 2023",p023,S039 ,C0034,6,307.82,10%,$1662.23,in-store
20/04/2023,p012,S032 ,C0092,8,357.43,5%,2716.47 USD,online 
14/07/2023,p095,S050 ,C0079,6,377.62,5%,€2152.43,in-store
12/01/2023,p043,S008 ,C0057,2,230.29,10%,$414.52,online 
"Jun 29, 2023",p042,S023 ,C0063,1,178.6,15%,151.81 USD,web
12/04/2023,p005,S006 ,C0004,2,327.99,10%,€590.38,online 
26/09/2023,p056,S035 ,C0018,2,83.48,5%,$158.61,online 
"Feb 24, 2023",p073,S045 ,C0056,7,80.61,5%,€536.06,web
"Nov 01, 2023",p022,S044 ,C0098,7,379.42,10%,€2390.35,online 
"Jun 04, 2023",p097,S040 ,C0084,6,453.48,10%,$2448.79,online 
16/10/2023,p002,S013 ,C0071,2,374.73,0%,$749.46,in-store
2023-05-12,p031,S032 ,C0073,7,388.07,0%,€2716.49,in-store
"Aug 12, 2023",p088,S011 ,C0037,3,155.16,10%,$418.93,web
2023-07-26,p087,S026 ,C0068,2,362.81,10%,$653.06,Wholesale
17/05/2023,p050,S045 ,C0071,1,114.69,0%,$114.69,Wholesale
2023-07-15,p014,S019 ,C0028,5,462.39,10%,$2080.76,online 
20/03/2023,p054,S035 ,C0073,8,342.29,10%,$2464.49,web
2023-09-29,p074,S048 ,C0091,6,476.16,15%,€2428.42,in-store
"Mar 12, 2023",p097,S029 ,C0020,8,215.19,0%,1721.52 USD,web
"Feb 18, 2023",p096,S041 ,C0094,2,223.25,0%,€446.5,in-store
"Dec 31, 2023",p071,S005 ,C0077,4,392.07,5%,1489.87 USD,online 
25/04/2023,p072,S013 ,C0088,2,408.56,5%,776.26 USD,in-store
04/11/2023,p010,S011 ,C0098,7,204.82,15%,1218.68 USD,Wholesale
"Jun 12, 2023",p096,S006 ,C0002,4,153.64,15%,$522.38,Wholesale
2023-02-18,p006,S036 ,C0046,7,51.5,5%,342.47 USD,online 
29/01/2023,p091,S033 ,C0012,7,451.95,15%,€2689.1,Wholesale
10/03/2023,p056,S026 ,C0090,3,83.26,10%,224.8 USD,web
22/04/2023,p015,S014 ,C0073,1,153.67,5%,145.99 USD,online 
2023-12-02,p098,S026 ,C0014,5,218.92,5%,€1039.87,online 
2023-02-01,p089,S035 ,C0032,6,373.03,10%,$2014.36,in-store
"Nov 15, 2023",p090,S037 ,C0059,5,111.4,5%,529.15 USD,online 
17/09/2023,p015,S001 ,C0072,1,134.71,5%,$127.97,web
02/06/2023,p026,S025 ,C0006,3,50.04,0%,€150.12,online 
27/10/2023,p070,S041 ,C0077,8,21.75,10%,156.6 USD,online 
"Sep 24, 2023",p057,S042 ,C0031,8,99.4,0%,€795.2,Wholesale
2023-04-30,p014,S038 ,C0063,7,430.52,5%,2862.96 USD,Wholesale
28/06/2023,p094,S008 ,C0021,7,357.11,5%,2374.78 USD,in-store
05/01/2023,p098,S048 ,C0002,8,135.8,5%,1032.08 USD,in-store
"Jul 27, 2023",p093,S046 ,C0052,1,121.35,10%,$109.22,Wholesale
06/10/2023,p085,S001 ,C0072,5,403.23,15%,€1713.73,online 
"Nov 29, 2023",p078,S012 ,C0017,1,151.85,0%,151.85 USD,web
2023-05-04,p080,S028 ,C0096,8,170.76,5%,1297.78 USD,in-store
24/08/2023,p003,S021 ,C0052,5,482.04,0%,2410.2 USD,web
"Nov 30, 2023",p087,S033 ,C0065,4,429.97,5%,€1633.89,web
2023-08-23,p016,S049 ,C0008,4,46.08,0%,184.32 USD,web
"Dec 16, 2023",p026,S034 ,C0069,7,287.55,5%,1912.21 USD,online 
04/10/2023,p024,S032 ,C0004,5,83.47,15%,354.75 USD,web
"May 05, 2023",p025,S014 ,C0056,4,412.76,10%,1485.94 USD,web
04/09/2023,p005,S035 ,C0003,8,284.65,10%,2049.48 USD,in-store
"May 18, 2023",p079,S023 ,C0048,3,54.34,15%,138.57 USD,web
"Mar 21, 2023",p051,S046 ,C0085,5,356.74,10%,1605.33 USD,online 
2023-12-09,p059,S006 ,C0087,8,308.7,5%,€2346.12,Wholesale
11/01/2023,p005,S032 ,C0009,2,141.49,5%,$268.83,in-store
"Feb 19, 2023",p055,S032 ,C0038,6,442.11,15%,€2254.76,online 
08/11/2023,p088,S022 ,C0068,2,392.18,15%,€666.71,web
2023-01-24,p047,S034 ,C0058,6,319.87,5%,$1823.26,web
"Aug 10, 2023",p026,S044 ,C0098,3,209.45,0%,$628.35,web
2023-04-07,p025,S019 ,C0075,4,287.87,15%,$978.76,web
2023-05-25,p062,S027 ,C0050,2,207.81,5%,€394.84,online 
2023-03-13,p001,S011 ,C0100,5,443.82,15%,1886.23 USD,web
"Mar 01, 2023",p017,S028 ,C0007,8,308.83,10%,$2223.58,in-store
22/02/2023,p052,S018 ,C0025,5,67.11,10%,302.0 USD,Wholesale
"Dec 27, 2023",p036,S022 ,C0093,4,415.71,15%,$1413.41,web
"Mar 07, 2023",p047,S009 ,C0051,4,180.29,0%,$721.16,Wholesale
"Apr 07, 2023",p070,S021 ,C0056,1,416.36,10%,374.72 USD,in-store
"Apr 30, 2023",p085,S039 ,C0072,2,91.95,0%,$183.90,online 
2023-01-20,p079,S032 ,C0011,7,192.74,10%,€1214.26,in-store
20/05/2023,p074,S016 ,C0022,5,137.6,5%,$653.60,online 
04/05/2023,p030,S050 ,C0075,3,251.53,10%,$679.13,Wholesale
2023-07-07,p031,S019 ,C0014,8,64.57,15%,€439.08,in-store
"Oct 09, 2023",p046,S023 ,C0024,4,175.92,0%,€703.68,in-store
2023-11-29,p037,S023 ,C0064,6,293.96,5%,€1675.57,in-store
26/10/2023,p073,S011 ,C0007,5,390.26,5%,1853.73 USD,online 
"Jan 23, 2023",p071,S042 ,C0031,7,91.25,10%,$574.88,Wholesale
13/08/2023,p044,S047 ,C0012,6,321.45,10%,€1735.83,Wholesale
14/07/2023,p045,S032 ,C0011,6,340.54,15%,1736.75 USD,Wholesale
26/03/2023,p085,S012 ,C0095,1,163.61,0%,$163.61,Wholesale
11/08/2023,p077,S046 ,C0046,2,447.63,0%,€895.26,Wholesale
"Sep 27, 2023",p060,S020 ,C0050,6,216.07,0%,$1296.42,Wholesale
04/12/2023,p055,S030 ,C0014,1,348.97,5%,331.52 USD,online 
2023-06-13,p056,S047 ,C0032,5,259.31,5%,1231.72 USD,online 
"Jun 18, 2023",p060,S025 ,C0094,8,279.49,15%,1900.53 USD,web
23/07/2023,p062,S028 ,C0006,8,358.68,10%,€2582.5,online 
"Aug 20, 2023",p048,S042 ,C0048,1,35.45,15%,30.13 USD,in-store
22/05/2023,p099,S024 ,C0004,8,86.69,5%,€658.84,Wholesale
"Jan 07, 2023",p004,S039 ,C0006,7,34.06,15%,202.66 USD,web
2023-10-17,p057,S007 ,C0009,5,480.11,15%,2040.47 USD,web
2023-06-01,p012,S040 ,C0030,3,277.19,0%,831.57 USD,online 
2023-02-22,p010,S018 ,C0079,8,467.66,10%,€3367.15,Wholesale
"Jun 25, 2023",p037,S030 ,C0082,6,228.2,5%,1300.74 USD,Wholesale
2023-09-25,p009,S004 ,C0090,2,267.06,0%,534.12 USD,online 
15/11/2023,p045,S002 ,C0095,5,379.54,0%,€1897.7,in-store
"Mar 28, 2023",p009,S041 ,C0011,8,196.92,0%,1575.36 USD,Wholesale
2023-03-21,p013,S019 ,C0078,8,437.78,0%,$3502.24,web
31/08/2023,p054,S038 ,C0052,7,307.13,0%,2149.91 USD,Wholesale
12/08/2023,p083,S018 ,C0039,2,178.64,10%,321.55 USD,web
2023-06-08,p064,S006 ,C0028,4,418.69,0%,€1674.76,in-store
2023-02-10,p019,S011 ,C0067,2,40.22,0%,$80.44,Wholesale
"Dec 20, 2023",p048,S023 ,C0089,6,247.78,5%,€1412.35,in-store
21/05/2023,p068,S020 ,C0082,2,442.42,10%,$796.36,online 
25/04/2023,p005,S015 ,C0083,5,450.24,0%,$2251.20,in-store
"Nov 22, 2023",p069,S033 ,C0011,3,497.29,5%,$1417.28,Wholesale
2023-11-29,p067,S027 ,C0069,2,224.83,0%,449.66 USD,Wholesale
29/01/2023,p058,S007 ,C0017,5,126.07,0%,€630.35,online 
24/08/2023,p073,S023 ,C0065,8,38.44,5%,€292.14,Wholesale
01/12/2023,p010,S037 ,C0092,8,425.99,5%,€3237.52,web
10/06/2023,p045,S042 ,C0006,8,376.65,10%,$2711.88,Wholesale
"Jul 02, 2023",p050,S002 ,C0012,4,456.85,0%,1827.4 USD,online 
"Sep 21, 2023",p091,S046 ,C0098,4,147.53,10%,$531.11,Wholesale
18/02/2023,p078,S017 ,C0060,7,363.61,10%,2290.74 USD,in-store
09/06/2023,p002,S025 ,C0095,7,31.57,15%,$187.84,online 
"Dec 11, 2023",p047,S040 ,C0051,5,453.77,0%,$2268.85,online 
2023-11-03,p058,S017 ,C0005,5,408.52,0%,€2042.6,online 
2023-11-21,p022,S021 ,C0045,3,324.34,10%,€875.72,web
"Oct 04, 2023",p055,S020 ,C0082,8,177.15,0%,1417.2 USD,Wholesale
2023-06-01,p040,S018 ,C0019,1,299.03,10%,269.13 USD,online 
"Mar 31, 2023",p073,S023 ,C0029,3,77.21,5%,€220.05,in-store
2023-11-12,p009,S027 ,C0086,6,441.18,5%,€2514.73,Wholesale
12/09/2023,p067,S022 ,C0034,5,271.11,15%,€1152.22,Wholesale
"Sep 04, 2023",p043,S012 ,C0072,1,233.46,5%,€221.79,online 
"Dec 11, 2023",p082,S046 ,C0040,3,439.15,10%,1185.7 USD,web
29/12/2023,p049,S042 ,C0073,2,192.99,15%,$328.08,web
2023-07-03,p087,S029 ,C0043,6,358.55,15%,1828.61 USD,web
2023-10-18,p093,S007 ,C0014,6,410.18,15%,€2091.92,Wholesale
2023-06-12,p090,S039 ,C0022,8,147.75,5%,€1122.9,web
2023-04-29,p076,S045 ,C0013,8,115.42,0%,$923.36,Wholesale
22/03/2023,p097,S004 ,C0036,1,43.34,0%,€43.34,online 
"May 14, 2023",p051,S034 ,C0018,7,368.53,5%,€2450.72,online 
01/08/2023,p042,S013 ,C0055,4,371.73,5%,1412.57 USD,in-store
2023-04-22,p007,S033 ,C0047,2,52.62,5%,€99.98,Wholesale
2023-07-19,p078,S029 ,C0028,1,313.22,10%,281.9 USD,Wholesale
2023-07-27,p045,S031 ,C0002,3,274.95,10%,$742.36,web
"Jan 24, 2023",p048,S012 ,C0041,8,452.98,15%,3080.26 USD,in-store
2023-07-07,p088,S049 ,C0065,6,156.84,0%,€941.04,web
03/02/2023,p071,S034 ,C0051,3,84.63,15%,215.81 USD,online 
23/12/2023,p019,S048 ,C0006,6,484.62,15%,2471.56 USD,online 
14/02/2023,p066,S050 ,C0018,2,135.46,0%,€270.92,online 
"Jan 16, 2023",p049,S015 ,C0004,6,489.32,10%,€2642.33,in-store
26/04/2023,p014,S033 ,C0053,8,426.55,5%,€3241.78,in-store
"Jan 24, 2023",p100,S031 ,C0013,8,437.69,5%,€3326.44,online 
"Dec 10, 2023",p063,S026 ,C0063,2,69.1,5%,$131.29,web
2023-08-12,p035,S027 ,C0074,7,357.62,5%,$2378.17,Wholesale
"Jun 14, 2023",p038,S010 ,C0067,3,37.69,5%,€107.42,Wholesale
2023-08-20,p073,S004 ,C0086,5,364.74,0%,1823.7 USD,web
2023-07-17,p054,S042 ,C0017,3,482.78,10%,$1303.51,in-store
25/07/2023,p099,S039 ,C0063,6,447.51,15%,€2282.3,in-store
"Oct 21, 2023",p006,S040 ,C0087,5,59.79,5%,284.0 USD,online 
"Nov 25, 2023",p068,S003 ,C0002,6,97.45,5%,$555.47,in-store
"Mar 08, 2023",p002,S009 ,C0032,1,223.48,10%,$201.13,Wholesale
2023-08-22,p074,S003 ,C0050,4,371.2,5%,$1410.56,online 
"Aug 03, 2023",p089,S026 ,C0044,1,140.91,15%,$119.77,web
"Oct 17, 2023",p065,S031 ,C0084,3,189.15,5%,539.08 USD,online 
"Jan 31, 2023",p067,S050 ,C0084,7,332.42,10%,$2094.25,in-store
2023-05-03,p029,S047 ,C0094,2,86.21,15%,$146.56,Wholesale
2023-02-16,p074,S009 ,C0050,7,315.4,15%,€1876.63,in-store
2023-08-11,p035,S024 ,C0096,3,239.06,5%,681.32 USD,online 
2023-04-16,p058,S047 ,C0064,7,118.62,10%,$747.31,web
07/05/2023,p023,S030 ,C0026,5,189.56,10%,€853.02,Wholesale
"Oct 03, 2023",p047,S003 ,C0002,7,274.94,15%,€1635.89,online 
25/01/2023,p026,S025 ,C0016,2,195.98,5%,372.36 USD,in-store
11/01/2023,p002,S026 ,C0020,8,295.17,15%,$2007.16,in-store
03/02/2023,p049,S016 ,C0019,1,370.58,5%,$352.05,Wholesale
2023-09-17,p074,S037 ,C0031,6,138.08,15%,€704.21,in-store
"Aug 07, 2023",p071,S033 ,C0015,6,150.38,0%,$902.28,in-store
29/07/2023,p013,S007 ,C0054,7,76.74,5%,510.32 USD,in-store
2023-09-02,p009,S005 ,C0015,4,390.05,5%,€1482.19,Wholesale
2023-03-10,p095,S036 ,C0092,2,30.96,5%,58.82 USD,Wholesale
16/06/2023,p022,S033 ,C0074,8,209.17,10%,€1506.02,in-store
08/01/2023,p007,S012 ,C0098,7,31.03,5%,206.35 USD,online 
29/10/2023,p056,S037 ,C0009,8,99.84,15%,$678.91,in-store
"May 26, 2023",p095,S033 ,C0044,7,75.84,10%,€477.79,online 
2023-05-27,p053,S038 ,C0100,5,162.77,15%,$691.77,online 
17/05/2023,p072,S019 ,C0056,6,76.08,5%,€433.66,Wholesale
03/12/2023,p007,S029 ,C0082,5,448.52,15%,$1906.21,in-store
"Feb 02, 2023",p020,S031 ,C0091,3,460.26,0%,$1380.78,Wholesale
"Sep 14, 2023",p025,S050 ,C0055,3,182.87,5%,521.18 USD,Wholesale
30/11/2023,p063,S043 ,C0098,2,55.07,15%,93.62 USD,web
"Jul 20, 2023",p021,S017 ,C0093,6,181.48,0%,€1088.88,online 
"Feb 03, 2023",p021,S040 ,C0053,1,315.15,10%,283.63 USD,in-store
2023-10-11,p023,S027 ,C0096,6,399.67,5%,€2278.12,web
28/11/2023,p065,S021 ,C0073,6,154.11,0%,924.66 USD,Wholesale
2023-04-10,p021,S002 ,C0069,1,474.67,15%,403.47 USD,online 
"May 27, 2023",p076,S029 ,C0064,2,444.18,0%,888.36 USD,web
2023-02-19,p064,S019 ,C0027,2,445.99,0%,$891.98,in-store
"Dec 28, 2023",p046,S009 ,C0003,4,282.41,0%,$1129.64,Wholesale
25/05/2023,p092,S045 ,C0040,2,129.87,0%,259.74 USD,web
"Aug 25, 2023",p086,S005 ,C0041,7,376.25,10%,$2370.38,in-store
16/07/2023,p075,S018 ,C0093,3,87.26,5%,€248.69,Wholesale
2023-06-25,p071,S037 ,C0095,7,104.64,5%,695.86 USD,in-store
28/01/2023,p051,S034 ,C0077,3,216.63,10%,€584.9,online 
16/05/2023,p069,S031 ,C0076,3,362.97,15%,925.57 USD,web
2023-09-09,p037,S038 ,C0045,2,367.28,15%,$624.38,online 
12/11/2023,p052,S037 ,C0061,5,492.06,5%,€2337.28,in-store
2023-09-06,p030,S007 ,C0045,6,434.45,0%,$2606.70,Wholesale
21/04/2023,p041,S001 ,C0085,3,201.32,15%,€513.37,in-store
2023-08-27,p031,S017 ,C0059,3,333.11,5%,$949.36,Wholesale
2023-09-13,p092,S046 ,C0065,8,249.18,0%,1993.44 USD,online 
04/08/2023,p095,S027 ,C0042,5,229.64,15%,975.97 USD,online 
"Jun 18, 2023",p026,S001 ,C0026,5,255.92,5%,$1215.62,Wholesale
"Dec 27, 2023",p060,S014 ,C0070,6,242.5,5%,$1382.25,in-store
"Apr 22, 2023",p012,S008 ,C0044,2,46.7,10%,€84.06,in-store
2023-08-09,p039,S015 ,C0039,6,244.84,10%,€1322.14,online 
2023-03-07,p016,S043 ,C0086,6,365.1,5%,$2081.07,online 
2023-05-31,p081,S004 ,C0025,3,129.0,0%,$387.00,Wholesale
10/06/2023,p006,S044 ,C0003,6,457.5,0%,€2745.0,Wholesale
2023-12-23,p037,S049 ,C0063,4,246.73,0%,€986.92,Wholesale
"May 13, 2023",p007,S048 ,C0092,4,373.49,5%,€1419.26,online 
2023-07-23,p007,S012 ,C0054,7,82.48,10%,€519.62,in-store
2023-09-13,p096,S007 ,C0064,5,65.23,5%,$309.84,Wholesale
18/06/2023,p046,S043 ,C0026,8,373.4,15%,$2539.12,Wholesale
10/02/2023,p063,S022 ,C0098,6,302.85,0%,$1817.10,online 
20/10/2023,p090,S046 ,C0013,8,270.65,15%,$1840.42,in-store
2023-10-21,p053,S014 ,C0076,2,61.34,0%,€122.68,Wholesale
17/04/2023,p076,S025 ,C0052,5,279.66,5%,1328.39 USD,web
2023-08-31,p036,S002 ,C0076,1,96.95,5%,$92.10,online 
"Oct 30, 2023",p053,S014 ,C0094,7,117.01,15%,$696.21,web
"May 05, 2023",p093,S017 ,C0075,8,185.51,15%,€1261.47,in-store
2023-04-26,p093,S003 ,C0056,3,127.04,15%,323.95 USD,online 
"Apr 03, 2023",p072,S049 ,C0037,3,336.21,0%,1008.63 USD,web
2023-04-09,p042,S015 ,C0071,1,36.22,0%,$36.22,online 
2023-12-09,p087,S001 ,C0082,6,383.32,5%,$2184.92,Wholesale
17/06/2023,p029,S027 ,C0036,5,102.05,0%,$510.25,web
12/08/2023,p039,S008 ,C0023,1,81.61,0%,81.61 USD,online 
"Aug 29, 2023",p052,S019 ,C0093,5,499.75,10%,2248.88 USD,in-store
17/10/2023,p007,S013 ,C0006,6,252.13,0%,1512.78 USD,online 
19/12/2023,p090,S040 ,C0008,8,100.31,15%,€682.11,online 
2023-09-26,p053,S026 ,C0052,7,429.14,0%,$3003.98,Wholesale
2023-02-20,p100,S011 ,C0006,5,41.14,0%,$205.70,Wholesale
"Nov 17, 2023",p024,S002 ,C0045,4,268.67,10%,$967.21,web
"Apr 13, 2023",p084,S010 ,C0058,8,32.05,5%,243.58 USD,Wholesale
"Nov 28, 2023",p010,S007 ,C0010,4,21.56,5%,€81.93,online 
"Oct 07, 2023",p072,S024 ,C0011,7,60.6,15%,€360.57,in-store
08/04/2023,p004,S007 ,C0041,3,339.29,5%,$966.98,web
"Dec 13, 2023",p058,S014 ,C0090,8,253.12,10%,$1822.46,in-store
10/04/2023,p090,S014 ,C0009,3,48.34,0%,145.02 USD,Wholesale
2023-06-06,p013,S012 ,C0045,3,247.26,5%,704.69 USD,in-store
2023-12-09,p056,S047 ,C0007,5,146.47,0%,€732.35,online 
2023-08-21,p011,S032 ,C0024,7,153.95,0%,1077.65 USD,in-store
2023-05-08,p024,S025 ,C0020,1,444.91,15%,€378.17,Wholesale
2023-06-30,p083,S018 ,C0018,2,326.27,0%,652.54 USD,web
12/02/2023,p062,S026 ,C0032,3,359.76,15%,917.39 USD,Wholesale
12/05/2023,p030,S008 ,C0003,2,52.21,10%,€93.98,web
2023-09-02,p090,S026 ,C0009,1,465.48,5%,$442.21,web
"Jan 28, 2023",p047,S036 ,C0059,1,198.39,10%,€178.55,web
29/04/2023,p031,S034 ,C0010,7,159.38,5%,€1059.88,web
03/12/2023,p071,S035 ,C0066,4,100.58,0%,402.32 USD,online 
12/11/2023,p048,S048 ,C0065,2,34.89,0%,$69.78,online 
19/07/2023,p075,S001 ,C0076,2,82.64,5%,$157.02,online 
19/11/2023,p055,S015 ,C0084,5,61.41,5%,$291.70,Wholesale
"Mar 03, 2023",p081,S006 ,C0024,4,287.69,15%,€978.15,Wholesale
"Feb 20, 2023",p045,S016 ,C0054,7,479.52,10%,$3020.98,Wholesale
"Jan 16, 2023",p032,S032 ,C0059,6,294.62,15%,€1502.56,in-store
"May 29, 2023",p033,S033 ,C0077,4,358.15,0%,$1432.60,in-store
25/09/2023,p019,S005 ,C0037,2,465.38,5%,884.22 USD,web
11/07/2023,p042,S014 ,C0084,2,366.1,0%,$732.20,in-store
"May 21, 2023",p077,S020 ,C0082,6,373.57,0%,$2241.42,web
2023-06-16,p081,S021 ,C0075,4,437.72,10%,€1575.79,online 
"Sep 07, 2023",p037,S040 ,C0018,6,277.34,5%,1580.84 USD,web
2023-04-30,p053,S046 ,C0061,5,414.29,0%,€2071.45,Wholesale
"Apr 10, 2023",p075,S010 ,C0097,7,439.15,5%,$2920.35,in-store
2023-07-23,p038,S039 ,C0042,8,146.22,10%,€1052.78,online 
17/01/2023,p071,S009 ,C0030,1,208.46,10%,€187.61,online 
2023-12-30,p053,S037 ,C0042,3,381.24,10%,1029.35 USD,in-store
2023-09-16,p041,S011 ,C0031,1,278.16,10%,€250.34,Wholesale
"Sep 15, 2023",p049,S001 ,C0046,7,91.91,0%,$643.37,web
"Oct 04, 2023",p068,S008 ,C0042,4,322.2,10%,$1159.92,Wholesale
2023-03-02,p066,S020 ,C0026,7,249.57,5%,€1659.64,Wholesale
"Nov 21, 2023",p061,S036 ,C0059,6,222.56,0%,$1335.36,in-store
2023-05-09,p093,S008 ,C0043,3,406.29,0%,$1218.87,online 
"Jul 07, 2023",p030,S045 ,C0054,7,398.52,0%,$2789.64,online 
2023-08-13,p004,S003 ,C0093,4,246.37,5%,€936.21,in-store
30/01/2023,p039,S038 ,C0049,2,26.46,15%,$44.98,online 
"Jun 25, 2023",p074,S046 ,C0029,3,485.56,5%,€1383.85,web
"Jul 03, 2023",p091,S002 ,C0037,6,313.83,0%,$1882.98,Wholesale
"Dec 19, 2023",p021,S003 ,C0087,5,95.46,10%,€429.57,online 
"Sep 22, 2023",p089,S038 ,C0022,8,85.06,10%,612.43 USD,web
"Oct 23, 2023",p065,S048 ,C0084,1,427.56,10%,€384.8,online 
2023-01-05,p038,S048 ,C0044,2,72.58,0%,$145.16,web
18/07/2023,p093,S036 ,C0011,4,476.83,0%,1907.32 USD,web
"Apr 22, 2023",p096,S010 ,C0063,8,495.99,5%,€3769.52,in-store
13/07/2023,p057,S036 ,C0012,4,142.88,10%,$514.37,Wholesale
2023-10-19,p089,S006 ,C0037,3,269.03,0%,€807.09,online 
"Aug 14, 2023",p097,S048 ,C0023,4,161.55,0%,$646.20,in-store
2023-06-19,p050,S001 ,C0009,2,162.82,5%,€309.36,Wholesale
18/01/2023,p017,S029 ,C0044,5,367.21,15%,$1560.64,online 
"Jul 10, 2023",p031,S038 ,C0024,6,60.42,0%,362.52 USD,web
"Nov 24, 2023",p046,S019 ,C0063,1,172.88,10%,$155.59,web
22/08/2023,p040,S041 ,C0081,1,115.81,15%,$98.44,Wholesale
"May 20, 2023",p005,S002 ,C0089,3,287.59,10%,€776.49,in-store
2023-01-20,p059,S004 ,C0027,4,465.2,0%,€1860.8,Wholesale
"Feb 14, 2023",p086,S045 ,C0036,6,489.81,10%,€2644.97,online 
"Feb 28, 2023",p017,S016 ,C0027,5,372.29,5%,1768.38 USD,web
"Jul 11, 2023",p066,S033 ,C0005,1,83.38,0%,$83.38,in-store
"Nov 30, 2023",p015,S003 ,C0078,5,272.29,15%,€1157.23,Wholesale
2023-10-12,p048,S014 ,C0092,8,436.64,5%,€3318.46,web
2023-06-04,p009,S045 ,C0075,4,40.2,0%,€160.8,online 
"Jul 01, 2023",p038,S050 ,C0087,6,473.54,10%,€2557.12,Wholesale
2023-09-13,p097,S046 ,C0033,8,129.04,5%,980.7 USD,web
2023-06-10,p035,S046 ,C0091,7,234.8,15%,1397.06 USD,web
2023-12-07,p087,S028 ,C0024,6,185.35,5%,$1056.49,online 
14/01/2023,p019,S027 ,C0050,1,285.43,10%,256.89 USD,Wholesale
"Jan 11, 2023",p031,S023 ,C0025,2,372.66,10%,$670.79,online 
"Oct 15, 2023",p048,S012 ,C0097,5,151.75,0%,$758.75,Wholesale
04/04/2023,p042,S032 ,C0036,4,494.39,5%,1878.68 USD,in-store
"Oct 06, 2023",p053,S024 ,C0022,7,437.83,15%,€2605.09,Wholesale
2023-12-26,p040,S007 ,C0005,3,84.3,5%,$240.25,web
29/09/2023,p077,S003 ,C0023,6,127.08,0%,762.48 USD,in-store
"May 22, 2023",p020,S040 ,C0097,6,213.22,15%,1087.42 USD,in-store
"Mar 16, 2023",p035,S023 ,C0044,8,46.54,15%,€316.47,in-store
"Jul 21, 2023",p030,S041 ,C0016,3,261.34,0%,$784.02,online 
"Nov 29, 2023",p064,S015 ,C0073,1,127.74,5%,121.35 USD,web
"Mar 16, 2023",p086,S011 ,C0048,8,213.75,15%,€1453.5,in-store
2023-05-26,p033,S035 ,C0079,3,396.8,15%,1011.84 USD,online 
"Feb 14, 2023",p095,S045 ,C0048,5,200.33,5%,951.57 USD,online 
2023-10-08,p087,S006 ,C0100,4,466.54,5%,€1772.85,in-store
2023-09-14,p098,S041 ,C0036,4,327.9,5%,1246.02 USD,in-store
2023-05-01,p075,S036 ,C0077,8,90.29,10%,$650.09,Wholesale
"May 31, 2023",p100,S031 ,C0098,2,269.25,0%,€538.5,online 
12/04/2023,p019,S041 ,C0100,6,331.58,0%,€1989.48,Wholesale
2023-04-16,p009,S021 ,C0059,6,205.9,15%,€1050.09,Wholesale
2023-11-18,p065,S029 ,C0087,6,177.45,15%,904.99 USD,in-store
"Sep 16, 2023",p062,S003 ,C0037,1,325.92,5%,€309.62,web
2023-08-28,p020,S002 ,C0008,8,227.18,5%,1726.57 USD,online 
"Jan 26, 2023",p083,S045 ,C0033,6,255.47,0%,1532.82 USD,in-store
2023-09-13,p001,S036 ,C0069,6,274.46,5%,1564.42 USD,online 
"May 01, 2023",p068,S032 ,C0070,2,468.59,0%,937.18 USD,in-store
2023-01-10,p083,S042 ,C0074,2,43.46,0%,$86.92,online 
03/05/2023,p100,S020 ,C0098,1,361.13,0%,€361.13,online 
25/11/2023,p093,S041 ,C0032,4,45.31,5%,€172.18,web
"Mar 21, 2023",p080,S036 ,C0051,5,257.19,10%,$1157.36,web
"Feb 28, 2023",p096,S014 ,C0086,1,212.96,0%,212.96 USD,Wholesale
29/05/2023,p038,S014 ,C0017,2,307.73,5%,584.69 USD,Wholesale
2023-01-19,p041,S049 ,C0035,1,474.47,5%,450.75 USD,in-store
27/05/2023,p073,S048 ,C0069,2,258.35,0%,516.7 USD,in-store
09/01/2023,p023,S042 ,C0095,2,397.95,0%,€795.9,in-store
2023-12-16,p024,S019 ,C0055,7,129.43,0%,€906.01,online 
25/12/2023,p022,S028 ,C0093,4,290.68,15%,€988.31,Wholesale
2023-11-13,p073,S028 ,C0092,2,340.0,5%,$646.00,in-store
15/09/2023,p064,S021 ,C0064,3,409.56,10%,$1105.81,web
13/10/2023,p009,S012 ,C0100,5,71.52,0%,$357.60,in-store
2023-06-16,p060,S035 ,C0085,6,269.29,15%,1373.38 USD,Wholesale
16/10/2023,p036,S016 ,C0005,1,488.28,15%,$415.04,online 
"Apr 13, 2023",p037,S010 ,C0041,8,191.75,10%,€1380.6,online 
28/12/2023,p056,S044 ,C0029,2,130.0,10%,234.0 USD,in-store
05/01/2023,p029,S008 ,C0010,3,361.41,5%,€1030.02,Wholesale
23/11/2023,p092,S045 ,C0070,5,462.19,10%,$2079.86,online 
2023-03-16,p034,S044 ,C0076,5,300.31,10%,$1351.39,in-store
"Oct 12, 2023",p026,S012 ,C0037,2,495.5,10%,$891.90,in-store
"Jul 14, 2023",p075,S043 ,C0088,6,284.96,15%,1453.3 USD,online 
"Jan 06, 2023",p019,S022 ,C0035,7,270.87,10%,$1706.48,online 
2023-03-31,p060,S046 ,C0035,6,254.4,15%,€1297.44,online 
"Oct 07, 2023",p002,S001 ,C0077,8,362.73,0%,€2901.84,web
01/06/2023,p096,S013 ,C0070,2,114.16,15%,$194.07,web
