Inventory Date,ProductRef,StoreRef,QtyInStock,ReorderFlag
2023-09-06, p041 ,S028,93 units,no
12/05/2023, P056 ,S032,77 units,no
"Mar 06, 2023", P099 ,S005,32 units,no
03/01/2023, p018 ,S022,145 units,no
16/05/2023, p006 ,S021,181 units,no
2023-08-19, P100 ,S039,17 units,yes
"Jul 28, 2023", P002 ,S038,68 units,no
"Feb 17, 2023", P079 ,S014,101 units,no
16/01/2023, p074 ,S006,138 units,no
2023-04-13, P039 ,S005,134 units,no
23/06/2023, P009 ,S032,79 units,no
03/03/2023, p093 ,S007,96 units,no
07/05/2023, p085 ,S007,16 units,yes
01/12/2023, P076 ,S048,162 units,no
22/09/2023, P039 ,S034,53 units,no
21/01/2023, P056 ,S018,31 units,no
07/06/2023, p022 ,S006,105 units,no
22/05/2023, P072 ,S043,195 units,no
"Jan 05, 2023", p035 ,S032,141 units,no
2023-10-25, p032 ,S029,21 units,yes
2023-02-19, P094 ,S009,71 units,no
12/05/2023, p055 ,S025,94 units,no
2023-09-05, p077 ,S038,197 units,no
"Sep 27, 2023", P068 ,S036,145 units,no
2023-06-16, P009 ,S007,8 units,yes
"Jan 03, 2023", p085 ,S009,135 units,no
2023-04-06, p073 ,S011,193 units,no
2023-05-19, P048 ,S049,93 units,no
"Dec 31, 2023", p060 ,S050,182 units,no
2023-10-27, p037 ,S007,40 units,no
"Jan 04, 2023", P005 ,S023,191 units,no
11/03/2023, P008 ,S007,70 units,no
25/06/2023, p081 ,S002,115 units,no
2023-12-21, P036 ,S011,20 units,yes
2023-02-16, p015 ,S031,18 units,yes
"Jan 22, 2023", p044 ,S033,121 units,no
12/04/2023, p018 ,S004,99 units,no
"Feb 20, 2023", p028 ,S020,181 units,no
12/07/2023, P024 ,S035,93 units,no
"Aug 21, 2023", p060 ,S035,10 units,yes
16/06/2023, P002 ,S030,173 units,no
2023-07-30, P071 ,S010,53 units,no
14/05/2023, P096 ,S024,4 units,yes
"Mar 17, 2023", P005 ,S006,116 units,no
"Jun 24, 2023", P066 ,S033,3 units,yes
"Feb 20, 2023", P045 ,S018,19 units,yes
"Aug 31, 2023", p057 ,S012,73 units,no
15/10/2023, P002 ,S047,192 units,no
10/02/2023, P014 ,S034,152 units,no
09/10/2023, p087 ,S046,136 units,no
"Mar 20, 2023", P067 ,S045,21 units,yes
2023-06-13, P024 ,S033,71 units,no
16/07/2023, p074 ,S036,93 units,no
29/06/2023, p004 ,S039,26 units,yes
"Oct 20, 2023", P072 ,S039,111 units,no
2023-12-25, p010 ,S006,26 units,yes
"Sep 22, 2023", P068 ,S036,31 units,no
2023-01-06, p017 ,S033,5 units,yes
12/03/2023, p031 ,S047,44 units,no
"Jul 25, 2023", P061 ,S039,24 units,yes
"Sep 04, 2023", P045 ,S017,157 units,no
31/07/2023, p004 ,S034,184 units,no
2023-02-27, P079 ,S012,118 units,no
"Jun 20, 2023", P008 ,S032,13 units,yes
2023-08-23, p038 ,S004,163 units,no
21/12/2023, P049 ,S019,192 units,no
21/02/2023, P009 ,S009,144 units,no
08/09/2023, P059 ,S025,158 units,no
"Feb 22, 2023", p028 ,S006,9 units,yes
2023-01-18, P079 ,S016,196 units,no
2023-11-22, P030 ,S005,101 units,no
2023-03-26, p050 ,S039,177 units,no
2023-04-12, p010 ,S015,79 units,no
"Dec 11, 2023", P099 ,S036,137 units,no
"Jun 08, 2023", p074 ,S031,35 units,no
2023-02-15, P025 ,S011,125 units,no
2023-03-14, p090 ,S044,200 units,no
2023-05-10, P096 ,S029,119 units,no
"Jun 18, 2023", P007 ,S027,61 units,no
2023-04-22, p027 ,S006,14 units,yes
2023-05-27, P020 ,S014,31 units,no
10/03/2023, P065 ,S025,63 units,no
08/10/2023, P048 ,S013,31 units,no
18/07/2023, p026 ,S013,131 units,no
2023-07-31, P063 ,S018,13 units,yes
2023-01-13, P034 ,S017,16 units,yes
2023-01-28, p021 ,S008,34 units,no
"Jan 23, 2023", P068 ,S037,182 units,no
"Jun 15, 2023", P039 ,S035,74 units,no
"Apr 13, 2023", p011 ,S023,21 units,yes
2023-12-18, p052 ,S041,164 units,no
"Feb 05, 2023", P033 ,S033,121 units,no
"Feb 21, 2023", p011 ,S050,58 units,no
2023-02-04, p060 ,S050,135 units,no
19/05/2023, P071 ,S006,96 units,no
2023-02-18, P048 ,S036,96 units,no
"May 29, 2023", P016 ,S027,165 units,no
"Mar 04, 2023", p073 ,S036,5 units,yes
"Oct 25, 2023", p055 ,S036,62 units,no
2023-01-24, p077 ,S012,110 units,no
07/08/2023, P029 ,S044,64 units,no
2023-10-23, p017 ,S022,171 units,no
"Nov 12, 2023", P065 ,S029,70 units,no
2023-09-26, P076 ,S006,70 units,no
"Mar 29, 2023", p043 ,S011,78 units,no
10/07/2023, p091 ,S030,176 units,no
"Dec 05, 2023", P065 ,S024,25 units,yes
"Apr 21, 2023", p090 ,S011,51 units,no
17/08/2023, p010 ,S036,72 units,no
"Feb 22, 2023", P014 ,S021,20 units,yes
"Dec 30, 2023", p026 ,S006,165 units,no
23/06/2023, P069 ,S032,43 units,no
26/11/2023, p060 ,S002,135 units,no
"Jan 02, 2023", P049 ,S047,17 units,yes
2023-05-15, P014 ,S019,186 units,no
"May 01, 2023", P009 ,S031,134 units,no
2023-07-09, p035 ,S003,117 units,no
"Nov 07, 2023", P013 ,S050,1 units,yes
10/10/2023, P079 ,S002,79 units,no
"Dec 20, 2023", p097 ,S032,170 units,no
2023-08-13, P098 ,S036,68 units,no
2023-06-16, P076 ,S042,22 units,yes
09/01/2023, p054 ,S029,118 units,no
07/04/2023, P094 ,S040,118 units,no
2023-04-08, P099 ,S025,50 units,no
13/03/2023, P040 ,S035,148 units,no
"Aug 11, 2023", p017 ,S047,108 units,no
"Jun 15, 2023", P061 ,S036,34 units,no
"Jan 12, 2023", p055 ,S021,166 units,no
2023-04-04, p026 ,S002,52 units,no
14/01/2023, P058 ,S010,147 units,no
"Dec 01, 2023", p032 ,S034,122 units,no
"Jul 15, 2023", p054 ,S033,41 units,no
2023-05-15, P009 ,S026,43 units,no
"May 27, 2023", p095 ,S040,189 units,no
2023-07-14, P094 ,S040,28 units,yes
15/11/2023, P066 ,S001,50 units,no
"Dec 26, 2023", P019 ,S026,59 units,no
2023-06-21, P071 ,S034,133 units,no
2023-07-07, P079 ,S043,96 units,no
18/05/2023, P025 ,S048,130 units,no
"Oct 27, 2023", p060 ,S014,27 units,yes
2023-03-09, P049 ,S036,148 units,no
2023-11-28, P019 ,S031,74 units,no
2023-04-25, p032 ,S017,166 units,no
"Apr 13, 2023", P100 ,S005,44 units,no
08/02/2023, P016 ,S045,147 units,no
20/12/2023, p081 ,S019,184 units,no
"Oct 03, 2023", p015 ,S025,178 units,no
2023-08-28, P040 ,S025,148 units,no
"Feb 27, 2023", p042 ,S016,74 units,no
14/04/2023, P014 ,S018,50 units,no
2023-05-03, p043 ,S045,129 units,no
"Aug 21, 2023", P098 ,S030,95 units,no
"Aug 18, 2023", P029 ,S024,80 units,no
08/11/2023, p035 ,S003,34 units,no
04/02/2023, p038 ,S044,87 units,no
"Jan 15, 2023", P071 ,S011,105 units,no
2023-06-15, P045 ,S004,183 units,no
2023-09-24, p011 ,S040,48 units,no
24/03/2023, p035 ,S031,21 units,yes
06/09/2023, p089 ,S010,5 units,yes
2023-12-17, p041 ,S022,149 units,no
19/09/2023, p092 ,S044,98 units,no
05/06/2023, P016 ,S043,8 units,yes
2023-08-16, p093 ,S024,32 units,no
2023-04-06, P013 ,S020,171 units,no
2023-05-29, P024 ,S041,69 units,no
"Jul 11, 2023", P007 ,S015,60 units,no
05/02/2023, p015 ,S030,21 units,yes
2023-03-29, p097 ,S037,1 units,yes
07/10/2023, p092 ,S035,167 units,no
"Dec 26, 2023", p089 ,S050,30 units,no
11/05/2023, P065 ,S020,177 units,no
"Aug 09, 2023", P030 ,S022,57 units,no
2023-06-01, P075 ,S027,41 units,no
"Feb 15, 2023", P049 ,S021,82 units,no
17/06/2023, p043 ,S030,103 units,no
"Jul 10, 2023", p082 ,S029,90 units,no
"Aug 25, 2023", P066 ,S026,101 units,no
2023-07-20, P024 ,S021,109 units,no
2023-07-13, P048 ,S028,0 units,yes
"May 06, 2023", p043 ,S009,195 units,no
2023-02-02, p089 ,S039,44 units,no
03/07/2023, P084 ,S024,196 units,no
04/02/2023, p032 ,S018,44 units,no
2023-04-09, p035 ,S024,160 units,no
23/08/2023, P003 ,S006,13 units,yes
"Jan 25, 2023", P014 ,S049,199 units,no
31/01/2023, P003 ,S020,54 units,no
09/02/2023, P100 ,S004,42 units,no
"Dec 19, 2023", p095 ,S038,113 units,no
29/10/2023, p097 ,S046,146 units,no
06/07/2023, p027 ,S019,109 units,no
"Oct 05, 2023", p078 ,S013,107 units,no
2023-07-11, P023 ,S049,25 units,yes
"May 18, 2023", p042 ,S016,22 units,yes
14/05/2023, P099 ,S024,9 units,yes
06/06/2023, p004 ,S029,59 units,no
"Oct 17, 2023", P034 ,S027,116 units,no
03/09/2023, P034 ,S016,175 units,no
2023-10-10, P034 ,S008,150 units,no
"May 16, 2023", P045 ,S020,58 units,no
"Aug 04, 2023", p032 ,S036,17 units,yes
2023-04-03, p057 ,S009,170 units,no
2023-06-15, p022 ,S037,52 units,no
13/03/2023, p041 ,S041,21 units,yes
"Nov 19, 2023", P079 ,S044,143 units,no
2023-04-27, P053 ,S025,60 units,no
"Oct 05, 2023", P003 ,S033,141 units,no
27/11/2023, P100 ,S046,93 units,no
2023-07-13, P083 ,S005,71 units,no
2023-09-13, P094 ,S014,99 units,no
02/12/2023, P008 ,S009,136 units,no
2023-05-02, P030 ,S032,181 units,no
2023-01-04, p011 ,S023,54 units,no
2023-03-01, P062 ,S004,146 units,no
2023-06-27, P062 ,S011,185 units,no
15/10/2023, P071 ,S003,54 units,no
"Aug 11, 2023", p050 ,S011,158 units,no
2023-08-26, p011 ,S048,196 units,no
2023-08-21, p042 ,S028,43 units,no
06/09/2023, P066 ,S016,81 units,no
17/03/2023, p054 ,S048,159 units,no
19/09/2023, P033 ,S022,105 units,no
29/09/2023, p006 ,S020,14 units,yes
"Sep 14, 2023", P051 ,S004,151 units,no
"Aug 26, 2023", P001 ,S030,200 units,no
"Sep 27, 2023", P019 ,S040,8 units,yes
"Nov 30, 2023", p042 ,S037,101 units,no
01/03/2023, P071 ,S002,176 units,no
"Dec 01, 2023", p021 ,S042,15 units,yes
"Oct 01, 2023", p015 ,S031,113 units,no
2023-02-19, p028 ,S050,3 units,yes
2023-05-21, P008 ,S046,142 units,no
"Nov 12, 2023", P024 ,S026,86 units,no
2023-04-04, p011 ,S044,121 units,no
13/08/2023, P019 ,S025,1 units,yes
"Jun 04, 2023", P051 ,S005,140 units,no
31/10/2023, p090 ,S018,40 units,no
09/12/2023, p032 ,S011,153 units,no
"Jan 29, 2023", P070 ,S004,133 units,no
"Jul 27, 2023", p041 ,S028,104 units,no
28/07/2023, P007 ,S030,87 units,no
19/09/2023, P014 ,S047,34 units,no
02/01/2023, P025 ,S004,47 units,no
2023-08-13, p050 ,S038,157 units,no
2023-01-12, P067 ,S042,128 units,no
"Apr 27, 2023", P008 ,S044,25 units,yes
"Jul 15, 2023", P014 ,S003,105 units,no
2023-11-05, p021 ,S019,3 units,yes
2023-08-28, P047 ,S046,55 units,no
2023-08-11, P056 ,S039,150 units,no
"May 20, 2023", P096 ,S043,133 units,no
2023-04-26, P065 ,S005,16 units,yes
2023-12-23, p037 ,S046,113 units,no
"Jan 01, 2023", P045 ,S001,141 units,no
2023-01-27, p085 ,S030,42 units,no
2023-05-10, p095 ,S002,88 units,no
2023-05-09, p089 ,S043,119 units,no
"Nov 03, 2023", p035 ,S032,68 units,no
2023-02-09, p004 ,S050,27 units,yes
2023-05-11, p018 ,S004,1 units,yes
"Mar 19, 2023", p054 ,S002,121 units,no
"Feb 19, 2023", P059 ,S040,96 units,no
2023-10-24, p035 ,S042,133 units,no
21/02/2023, P048 ,S020,62 units,no
"Apr 17, 2023", p095 ,S039,168 units,no
22/02/2023, P058 ,S028,19 units,yes
"Jan 17, 2023", p082 ,S027,151 units,no
"Nov 21, 2023", P039 ,S036,43 units,no
2023-03-27, P036 ,S047,155 units,no
2023-02-03, P053 ,S001,171 units,no
2023-09-10, P098 ,S004,144 units,no
2023-06-16, p085 ,S033,175 units,no
2023-06-11, P100 ,S007,13 units,yes
2023-11-19, p052 ,S010,109 units,no
"Jan 18, 2023", P002 ,S039,189 units,no
15/08/2023, p021 ,S044,106 units,no
"Mar 19, 2023", p078 ,S030,93 units,no
18/05/2023, P067 ,S026,48 units,no
"Nov 15, 2023", p088 ,S014,65 units,no
"Dec 18, 2023", P063 ,S009,74 units,no
"Jan 30, 2023", p085 ,S024,75 units,no
2023-07-11, P059 ,S043,17 units,yes
"Dec 04, 2023", P083 ,S007,113 units,no
2023-05-24, p004 ,S008,183 units,no
"Oct 21, 2023", p028 ,S047,46 units,no
2023-06-29, P016 ,S025,19 units,yes
13/02/2023, p026 ,S036,119 units,no
07/02/2023, P020 ,S027,177 units,no
15/06/2023, p041 ,S021,51 units,no
"Aug 16, 2023", P056 ,S035,110 units,no
13/02/2023, P056 ,S050,90 units,no
2023-10-11, P016 ,S025,28 units,yes
12/07/2023, p015 ,S018,75 units,no
2023-04-05, P030 ,S039,32 units,no
15/02/2023, P069 ,S046,47 units,no
2023-05-22, P076 ,S021,165 units,no
22/04/2023, P056 ,S009,40 units,no
2023-11-01, p082 ,S042,127 units,no
2023-01-06, P079 ,S034,85 units,no
12/08/2023, P045 ,S029,96 units,no
23/12/2023, P084 ,S048,89 units,no
10/08/2023, p089 ,S031,102 units,no
"Nov 24, 2023", p018 ,S021,40 units,no
07/11/2023, P065 ,S023,58 units,no
11/10/2023, p088 ,S009,80 units,no
"Nov 14, 2023", p055 ,S019,34 units,no
"May 16, 2023", P063 ,S006,64 units,no
22/12/2023, P069 ,S043,133 units,no
22/11/2023, P047 ,S012,93 units,no
"Jun 09, 2023", p006 ,S014,59 units,no
11/04/2023, P014 ,S012,65 units,no
2023-09-15, P063 ,S005,71 units,no
"Jan 25, 2023", p082 ,S017,179 units,no
2023-12-13, P099 ,S016,128 units,no
22/06/2023, P062 ,S016,10 units,yes
"May 09, 2023", p092 ,S021,58 units,no
"Dec 08, 2023", p088 ,S009,96 units,no
28/11/2023, p054 ,S044,130 units,no
2023-08-08, p012 ,S047,69 units,no
2023-02-13, P024 ,S025,16 units,yes
2023-11-12, p026 ,S022,54 units,no
"May 06, 2023", P033 ,S042,72 units,no
2023-06-28, p042 ,S042,162 units,no
"Jul 03, 2023", P096 ,S034,180 units,no
26/06/2023, p080 ,S046,68 units,no
20/06/2023, P061 ,S007,30 units,no
"Nov 14, 2023", p087 ,S020,187 units,no
19/08/2023, p052 ,S027,147 units,no
13/09/2023, p077 ,S022,45 units,no
22/04/2023, p044 ,S021,16 units,yes
2023-12-18, p022 ,S009,128 units,no
"May 18, 2023", p090 ,S017,19 units,yes
15/03/2023, p038 ,S024,94 units,no
2023-04-25, P051 ,S039,59 units,no
"Dec 08, 2023", P020 ,S020,168 units,no
2023-05-12, P083 ,S027,186 units,no
2023-03-06, P098 ,S004,117 units,no
2023-08-22, p021 ,S017,147 units,no
09/02/2023, p035 ,S043,179 units,no
2023-03-10, P040 ,S011,23 units,yes
2023-07-12, p042 ,S049,79 units,no
"Mar 09, 2023", p022 ,S010,24 units,yes
"Jul 31, 2023", P001 ,S047,80 units,no
"Jul 25, 2023", P068 ,S036,170 units,no
16/10/2023, p074 ,S032,62 units,no
16/03/2023, P086 ,S045,196 units,no
2023-09-27, p038 ,S034,161 units,no
"Mar 15, 2023", P045 ,S029,12 units,yes
30/04/2023, P034 ,S029,129 units,no
2023-07-20, P069 ,S036,40 units,no
19/10/2023, p026 ,S042,101 units,no
"Feb 22, 2023", P053 ,S010,195 units,no
24/07/2023, p054 ,S037,65 units,no
14/05/2023, p041 ,S023,92 units,no
"Oct 01, 2023", p060 ,S012,77 units,no
2023-11-17, p097 ,S023,107 units,no
2023-06-22, p006 ,S046,91 units,no
"Dec 01, 2023", P099 ,S011,53 units,no
"Jun 01, 2023", P013 ,S046,55 units,no
"May 21, 2023", p021 ,S045,87 units,no
24/12/2023, P094 ,S037,159 units,no
2023-10-25, p080 ,S043,110 units,no
2023-11-10, p027 ,S040,131 units,no
"Sep 27, 2023", P001 ,S031,146 units,no
"Jun 10, 2023", p087 ,S013,155 units,no
"Oct 23, 2023", P083 ,S032,133 units,no
"Apr 30, 2023", P039 ,S033,42 units,no
21/05/2023, p057 ,S049,34 units,no
"Jul 30, 2023", P030 ,S048,24 units,yes
24/01/2023, P003 ,S023,48 units,no
"Jul 10, 2023", p074 ,S049,177 units,no
"Mar 28, 2023", P068 ,S031,107 units,no
01/01/2023, P063 ,S044,66 units,no
2023-06-22, P062 ,S015,192 units,no
2023-10-06, p042 ,S027,137 units,no
"Dec 13, 2023", p042 ,S024,171 units,no
2023-11-14, P059 ,S039,146 units,no
"Jul 04, 2023", p091 ,S024,175 units,no
2023-12-18, P036 ,S006,118 units,no
02/06/2023, p050 ,S049,67 units,no
2023-08-07, p042 ,S013,200 units,no
2023-02-24, P002 ,S036,98 units,no
2023-01-06, P065 ,S001,167 units,no
01/11/2023, P070 ,S009,164 units,no
20/10/2023, p021 ,S003,94 units,no
2023-10-18, p021 ,S032,122 units,no
"Sep 19, 2023", P084 ,S035,66 units,no
"Apr 29, 2023", p044 ,S027,187 units,no
2023-02-17, P083 ,S039,109 units,no
2023-08-18, P076 ,S006,109 units,no
"Oct 14, 2023", p041 ,S039,91 units,no
2023-02-13, p043 ,S008,129 units,no
2023-08-01, P072 ,S018,148 units,no
2023-08-04, p041 ,S044,70 units,no
2023-09-07, p028 ,S039,25 units,yes
2023-03-02, P016 ,S011,38 units,no
2023-02-21, p085 ,S013,62 units,no
"May 25, 2023", p027 ,S041,13 units,yes
20/12/2023, p074 ,S042,165 units,no
"Dec 30, 2023", p080 ,S020,108 units,no
20/01/2023, p028 ,S009,167 units,no
"May 22, 2023", P039 ,S027,142 units,no
2023-07-07, P064 ,S009,172 units,no
"Jan 25, 2023", P029 ,S012,172 units,no
2023-10-21, p052 ,S021,146 units,no
"Jan 26, 2023", P051 ,S021,3 units,yes
"May 15, 2023", P063 ,S049,159 units,no
2023-11-04, p055 ,S044,64 units,no
2023-06-14, p090 ,S035,136 units,no
11/10/2023, P059 ,S047,108 units,no
2023-10-17, P075 ,S030,45 units,no
01/07/2023, p095 ,S003,134 units,no
"Mar 12, 2023", P083 ,S039,57 units,no
"Jun 27, 2023", p050 ,S027,95 units,no
"Sep 20, 2023", p055 ,S043,69 units,no
29/01/2023, P071 ,S039,155 units,no
05/03/2023, P003 ,S033,80 units,no
2023-03-20, P069 ,S043,93 units,no
08/04/2023, P033 ,S045,125 units,no
"Nov 07, 2023", p032 ,S021,144 units,no
2023-08-14, P047 ,S039,42 units,no
2023-03-09, P094 ,S042,178 units,no
16/09/2023, p089 ,S024,34 units,no
2023-03-04, p087 ,S020,189 units,no
25/01/2023, P065 ,S007,15 units,yes
2023-10-29, P053 ,S005,52 units,no
2023-11-15, P049 ,S049,147 units,no
08/08/2023, P033 ,S004,146 units,no
2023-06-08, p081 ,S005,138 units,no
21/10/2023, P049 ,S025,45 units,no
2023-03-24, P040 ,S029,170 units,no
21/12/2023, P024 ,S006,100 units,no
"Dec 06, 2023", P045 ,S026,194 units,no
2023-08-18, P040 ,S005,125 units,no
2023-01-01, p074 ,S035,128 units,no
2023-06-29, p006 ,S017,135 units,no
"Oct 04, 2023", P064 ,S021,3 units,yes
2023-11-04, P003 ,S026,187 units,no
2023-02-13, P079 ,S049,67 units,no
22/07/2023, p055 ,S046,48 units,no
2023-05-11, p027 ,S034,127 units,no
2023-11-20, P016 ,S014,93 units,no
2023-03-18, P014 ,S012,45 units,no
17/01/2023, p015 ,S019,127 units,no
"Apr 01, 2023", P083 ,S001,143 units,no
17/07/2023, p060 ,S043,57 units,no
2023-07-13, P053 ,S045,130 units,no
12/02/2023, p028 ,S006,94 units,no
"Mar 06, 2023", p043 ,S045,197 units,no
2023-08-08, p032 ,S048,14 units,yes
21/06/2023, p032 ,S005,34 units,no
2023-04-29, P070 ,S028,67 units,no
"Oct 14, 2023", p027 ,S004,165 units,no
"May 12, 2023", p097 ,S032,81 units,no
"Aug 09, 2023", P013 ,S014,104 units,no
"Jan 30, 2023", p082 ,S018,190 units,no
"Apr 30, 2023", p082 ,S034,137 units,no
"Dec 19, 2023", P099 ,S043,164 units,no
"Jun 05, 2023", P069 ,S049,51 units,no
"Jul 29, 2023", P048 ,S041,175 units,no
25/06/2023, P076 ,S033,188 units,no
2023-11-16, p042 ,S004,175 units,no
2023-03-18, P023 ,S049,157 units,no
"Mar 30, 2023", P098 ,S032,198 units,no
14/09/2023, p010 ,S019,52 units,no
"Jan 06, 2023", P100 ,S044,105 units,no
"Dec 30, 2023", p026 ,S033,45 units,no
"Feb 13, 2023", P045 ,S035,16 units,yes
29/06/2023, P023 ,S031,140 units,no
"Jan 20, 2023", P084 ,S003,164 units,no
"May 13, 2023", p085 ,S012,48 units,no
07/01/2023, P063 ,S028,50 units,no
"Aug 23, 2023", P069 ,S033,100 units,no
2023-12-31, P019 ,S019,45 units,no
"Jan 24, 2023", p011 ,S035,168 units,no
2023-06-11, p027 ,S041,200 units,no
"Jun 29, 2023", P030 ,S010,12 units,yes
"Jul 27, 2023", P067 ,S017,155 units,no
21/04/2023, p082 ,S019,8 units,yes
16/11/2023, P062 ,S014,129 units,no
2023-01-19, P007 ,S049,17 units,yes
"Dec 06, 2023", P059 ,S025,134 units,no
2023-03-15, P003 ,S033,142 units,no
"Oct 29, 2023", p021 ,S038,193 units,no
13/02/2023, p087 ,S041,190 units,no
2023-10-05, p037 ,S009,27 units,yes
18/07/2023, P071 ,S005,80 units,no
"Mar 14, 2023", P084 ,S041,81 units,no
"Feb 09, 2023", p077 ,S034,114 units,no
2023-05-01, p022 ,S028,55 units,no
11/06/2023, P083 ,S016,102 units,no
"Aug 29, 2023", P039 ,S017,142 units,no
17/08/2023, P061 ,S039,34 units,no
"Sep 15, 2023", P066 ,S026,20 units,yes
2023-02-13, P076 ,S016,130 units,no
30/10/2023, P061 ,S042,146 units,no
2023-08-10, p077 ,S022,42 units,no
"Oct 27, 2023", p006 ,S046,65 units,no
"Apr 11, 2023", P099 ,S031,80 units,no
21/07/2023, p050 ,S044,99 units,no
2023-07-27, P049 ,S048,11 units,yes
2023-06-13, P030 ,S042,149 units,no
2023-03-11, P065 ,S037,167 units,no
08/11/2023, p085 ,S001,125 units,no
2023-10-08, P047 ,S048,96 units,no
15/10/2023, p060 ,S015,113 units,no
2023-03-12, p087 ,S045,144 units,no
17/02/2023, p090 ,S018,181 units,no
2023-01-04, p082 ,S031,183 units,no
"Nov 06, 2023", P096 ,S029,153 units,no
"Mar 07, 2023", p043 ,S030,179 units,no
2023-12-12, p090 ,S049,13 units,yes
2023-07-02, P009 ,S001,22 units,yes
2023-10-22, P013 ,S049,108 units,no
2023-11-04, P069 ,S047,176 units,no
01/03/2023, P005 ,S033,196 units,no
"Mar 01, 2023", p097 ,S039,26 units,yes
"May 02, 2023", P002 ,S038,74 units,no
2023-09-25, P068 ,S002,80 units,no
27/08/2023, P059 ,S050,154 units,no
23/10/2023, p073 ,S026,112 units,no
12/07/2023, P040 ,S009,99 units,no
2023-12-21, P084 ,S009,163 units,no
2023-05-17, P008 ,S022,149 units,no
"Aug 13, 2023", P009 ,S035,113 units,no
2023-03-03, p093 ,S048,113 units,no
2023-12-07, p042 ,S050,175 units,no
"Apr 30, 2023", p092 ,S020,128 units,no
"Jan 19, 2023", p097 ,S003,184 units,no
"Nov 12, 2023", p027 ,S012,170 units,no
05/06/2023, p022 ,S039,113 units,no
2023-07-25, P046 ,S030,84 units,no
"Mar 19, 2023", p057 ,S031,4 units,yes
2023-12-18, p006 ,S015,46 units,no
"Dec 27, 2023", P036 ,S011,78 units,no
"Oct 30, 2023", p037 ,S022,133 units,no
01/11/2023, p057 ,S021,105 units,no
"May 21, 2023", p077 ,S045,66 units,no
2023-08-28, p088 ,S009,110 units,no
"Dec 07, 2023", p057 ,S048,53 units,no
"Apr 30, 2023", P068 ,S032,107 units,no
2023-11-27, p081 ,S008,114 units,no
2023-06-30, p073 ,S005,65 units,no
"Feb 17, 2023", p089 ,S049,172 units,no
26/12/2023, P048 ,S012,117 units,no
2023-12-25, P029 ,S001,60 units,no
"Sep 15, 2023", P062 ,S009,148 units,no
17/05/2023, p073 ,S050,48 units,no
01/01/2023, P040 ,S013,130 units,no
"Nov 17, 2023", P001 ,S049,141 units,no
"Mar 15, 2023", P064 ,S034,65 units,no
2023-12-24, P024 ,S049,74 units,no
2023-03-07, P098 ,S034,199 units,no
"Dec 28, 2023", P046 ,S023,100 units,no
23/10/2023, p015 ,S024,80 units,no
27/05/2023, p082 ,S005,41 units,no
09/12/2023, p052 ,S050,88 units,no
27/06/2023, P025 ,S048,112 units,no
07/12/2023, P100 ,S038,173 units,no
24/08/2023, P071 ,S008,3 units,yes
"Oct 11, 2023", p022 ,S046,20 units,yes
"Mar 19, 2023", P002 ,S037,163 units,no
03/11/2023, P061 ,S031,117 units,no
27/03/2023, P024 ,S036,130 units,no
2023-07-03, P069 ,S041,179 units,no
2023-07-04, p085 ,S034,67 units,no
2023-05-08, P096 ,S048,132 units,no
2023-03-29, p055 ,S047,35 units,no
2023-01-12, P059 ,S036,13 units,yes
"Jun 02, 2023", p012 ,S043,135 units,no
2023-08-14, p015 ,S005,22 units,yes
01/11/2023, p091 ,S028,181 units,no
2023-12-15, p028 ,S023,198 units,no
2023-09-24, P016 ,S048,104 units,no
06/02/2023, p018 ,S003,193 units,no
"Sep 13, 2023", P061 ,S038,91 units,no
2023-12-11, P059 ,S032,63 units,no
2023-12-02, p060 ,S011,170 units,no
2023-02-07, P029 ,S021,168 units,no
"May 22, 2023", P062 ,S046,133 units,no
03/02/2023, P062 ,S026,38 units,no
01/06/2023, p015 ,S022,7 units,yes
"Jan 09, 2023", p041 ,S028,130 units,no
"Dec 23, 2023", p017 ,S006,117 units,no
18/05/2023, P039 ,S018,119 units,no
04/08/2023, P023 ,S026,95 units,no
"Oct 28, 2023", P007 ,S050,114 units,no
"Dec 07, 2023", P084 ,S045,25 units,yes
"Apr 26, 2023", p085 ,S029,93 units,no
08/07/2023, P071 ,S049,52 units,no
"Mar 05, 2023", P069 ,S032,186 units,no
"Aug 13, 2023", p097 ,S025,32 units,no
2023-11-19, P098 ,S019,98 units,no
"May 06, 2023", P009 ,S004,71 units,no
